q1,q2,generated_text,real_label,scenario
چه میوه هایی برای عفونت ریه خوب است؟,چه میوه هایی برای عفونت گلو خوب است؟,خیر,خیر,Zero-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه غذاهایی ویتامین بدن را تامین میکند؟,خیر,بله,Zero-shot
چه چیزی برای درمان زود انزالی خوب است؟,چه چیزی برای زود انزالی خوب است؟,بله,بله,Zero-shot
برای طولانی کردن رابطه در رختخواب چه کاری باید انجام دهم؟,چگونه می توانم در رابطه جنسی طولانی تر باشم؟,خیر,بله,Zero-shot
کدام کشورهای اروپایی جزو اتحادیه اروپا نیستند؟,کدام گروه جزو سابقون نیستند؟,خیر,خیر,Zero-shot
چرا حضرت ابراهیم در برابر نمرود به سجده نیفتاد؟,چرا خداوند در قران به حضرت ابراهیم درود فرستاد؟,خیر,خیر,Zero-shot
چگونه می توانم به عنوان دانشجوی بین المللی در ایالات متحده درخواست شغل کنم؟,Proteus software Infrared Light Sensors Microcontrollers +1: چگونه می توان حسگر IR را با استفاده از نرم افزار Proteus شبیه سازی کرد؟,خیر,خیر,Zero-shot
چرا جوجه های یک روزه را زنده به گور میکنند؟,چرا جوجه های یک روزه را میکشند؟,خیر,بله,Zero-shot
ویتامین بی در کدام مواد غذایی است؟,ویتامین دی در کدام مواد غذایی است؟,خیر,خیر,Zero-shot
چه کسانی میتوانند در آزمون ept شرکت کنند؟,چه کسانی میتوانند در کنکور تجربی شرکت کنند؟,خیر,خیر,Zero-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی گوشتی می شود؟,خیر,خیر,Zero-shot
از کجا بفهمیم که یارانه قطع شده؟,چگونه بفهمیم که یارانه قطع شده؟,خیر,بله,Zero-shot
نمونه هایی از ناهماهنگی شناختی در فوتبال چیست؟,نمونه هایی از ناهماهنگی شناختی در اینترنت چیست؟,خیر,خیر,Zero-shot
شهریه دانشگاه آزاد رشته پزشکی سال 98؟,شهریه دانشگاه ازاد رشته پزشکی سال ۹۸؟,خیر,بله,Zero-shot
آیا وقتی وجود دارد که نباید رها کنید؟ (کسی را),زمان کافی برای رها کردن کسی کیست؟,خیر,خیر,Zero-shot
چه چیزی برای از بین بردن چربی خون مفید است؟,چه چیزی برای از بین بردن کیست تخمدان مفید است؟,خیر,خیر,Zero-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم نوزاد گوش درد داره؟,خیر,بله,Zero-shot
چگونه بفهمیم که چقدر سهام عدالت داریم؟,چگونه بفهمیم که چقدر نت داریم؟,خیر,خیر,Zero-shot
چرا قران می خوانیم به زبان کودکانه؟,چرا نماز را به زبان عربی می خوانیم؟,خیر,خیر,Zero-shot
دانلود اهنگ رسا به نام طنز تلخ؟,دانلود اهنگ کیارش به نام غریبه؟,خیر,خیر,Zero-shot
دانلود اهنگ کجا رفته بودی که ازرد تو؟,دانلود اهنگ کجا رفته بودی ک ازرد تو؟,بله,بله,Zero-shot
پس کدوم بی پدری بود قسم میخوردش؟,پس کجا بی صیقل آیینه شوی؟,خیر,خیر,Zero-shot
سود سهام عدالت شامل چه کسانی می شود؟,سود سهام عدالت به چه کسانی پرداخت می شود؟,بله,بله,Zero-shot
از چه زمانی نماز خواندن واجب شد؟,نماز از چه زمانی بر مسلمانان واجب شد؟,بله,بله,Zero-shot
به روزرسانی در مورد باهوبالی - نتیجه گیری؟,برخی از واقعیت های دیوانه کننده درباره فیلم باهوبالی چیست؟,خیر,خیر,Zero-shot
روند ویزای H1-B به دلیل ریاست جمهوری ترامپ چگونه تغییر خواهد کرد؟,تفاوت ویزای H1 و H1-B در چیست؟,خیر,خیر,Zero-shot
داروی گیاهی برای عفونت ادراری در کودکان؟,چه داروی گیاهی برای عفونت ادراری مناسب است؟,بله,خیر,Zero-shot
چه میوه هایی برای رشد سریع مو خوب است؟,چه چیزی برای رشد خیلی سریع مو خوب است؟,خیر,بله,Zero-shot
نماز شب اول قبر به صورت صوتی؟,چرا نماز شب اول قبر می خوانیم؟,خیر,خیر,Zero-shot
نماز شب اول قبر به صورت صوتی؟,نماز شب اول قبر به چه صورت است؟,بله,خیر,Zero-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم گوش بچم عفونت کرده؟,خیر,خیر,Zero-shot
چرا پیامبر حضرت فاطمه را دوست داشت؟,چرا پیامبر عایشه را دوست داشت؟,خیر,خیر,Zero-shot
چرا من ساده فکر میکردم به عشقت پابندی؟,چرا من ساده فکر میکردم؟,بله,خیر,Zero-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه چیزی پوست بدن را سفت میکند؟,خیر,خیر,Zero-shot
چرا مرغ عشق نر به داخل لانه می رود؟,چرا مرغ عشق نر به لانه میرود؟,بله,بله,Zero-shot
از کجا بفهمیم سند خانه در رهن بانک است؟,از کجا بفهمیم ساس در خانه است؟,خیر,خیر,Zero-shot
از کجا بفهمیم ماشین یورو چند است؟,از کجا بفهمیم چند ماشین به نام ما است؟,خیر,خیر,Zero-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر روی لباس با چه چیزی پاک میشود؟,خیر,بله,Zero-shot
بهترین افراد از نظر شما چه کسانی هستند؟,بهترین مرورگر از نظر شما کدام است؟ چرا؟,خیر,خیر,Zero-shot
چه چیزی باعث تولید کلاژن سازی پوست صورت میشود؟,چه چیزی باعث کلاژن سازی پوست صورت میشود؟,خیر,بله,Zero-shot
چه چیزی باعث مقاومت استخوان در برابر ضربه می شود؟,چه چیزی باعث کاهش فشار خون در بارداری می شود؟,خیر,خیر,Zero-shot
به نظر شما بازی Oregon Trail 2 چگونه است؟,به نظر شما بازی Oregon Trail چگونه است؟,بله,خیر,Zero-shot
به صورت سبزه چه رنگ مویی میاد؟,چه رنگ هایی به صورت سبزه میاد؟,بله,خیر,Zero-shot
در تابستان به کدام کشور سفر کنیم؟,در زمستان به کدام کشور سفر کنیم؟,خیر,خیر,Zero-shot
چه مواد غذایی برای گوارش مفید است؟,چه مواد غذایی برای گواتر مفید است؟,خیر,خیر,Zero-shot
قیمت بلیط The Kapil Sharma Show چقدر است؟,مجری گری Vijay Raaz در برنامه ی Kapil Sharma چطور بود؟,خیر,خیر,Zero-shot
خوردن چه میوه هایی برای پوست صورت مفید است؟,خوردن چه میوه هایی برای پوست مفید است؟,بله,بله,Zero-shot
چرا واتس آپ رو گوشیم نصب نمیشه؟,چرا واتساپ رو گوشیم نصب نمیشه؟,بله,بله,Zero-shot
من در حال تحصیل برای مدرک کارشناسی در رشته علوم کامپیوتر هستم. آیا می توانم از یادگیری از راه دور برای مدرک کارشناسی رشته فیزیک در دانشگاه DU اقدام کنم؟,من دارای مدرک کارشناسی (علوم کامپیوتر)  در سال ۲۰۱۵ هستم. در حال حاضر من در زمینه ی IT کار می کنم و می خواهم MBA را از طریق آموزش از راه دور انجام دهم. آیا مناسب است که هم زمان با شغل تمام وقت برای دریافت MBA کار کنم؟,خیر,خیر,Zero-shot
چه چیزهایی روزه زن را باطل میکند اهل سنت؟,چه چیزی روزه را باطل میکند اهل سنت؟,خیر,خیر,Zero-shot
چرا اسنپ چت رو ايفون نصب نميشه؟,چرا اسنپ رو ايفون نصب نميشه؟,خیر,خیر,Zero-shot
دانلود آهنگ چیکار کنم از حامد پهلان؟,دانلود آهنگ چیکار کنم از نوید راستی؟,خیر,خیر,Zero-shot
تست بارداری رو کی باید انجام بدیم؟,تست بارداری رو کی انجام بدیم؟,بله,بله,Zero-shot
چگونه واژگان خود را گسترش دادید؟,چگونه می توانم واژگان خود را افزایش دهم؟,خیر,بله,Zero-shot
چه مواد غذای برای کبد چرب مفید است؟,چه مواد خوراکی برای کبد چرب مفید است؟,بله,بله,Zero-shot
گوشت برزیلی از چه نوع حیوانی است؟,گوشت یخی برزیلی گوشت چه حیوانی است؟,خیر,بله,Zero-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی جنین می شود؟,خیر,خیر,Zero-shot
دانلود اهنگ حال و هوای عالی از دنیا؟,دانلود اهنگ چقدر حال این روزامون از دنیا؟,خیر,خیر,Zero-shot
کدام نماز است که حمد و سوره ندارد؟,کدام نماز است که اذان و اقامه ندارد؟,خیر,خیر,Zero-shot
آیا می توان رویاهای خود را انتخاب کرد؟,چگونه می توانم رویاهای خود را دستکاری کنم؟,خیر,بله,Zero-shot
چه سازمان‌هایی مرتبط با مهاجرت به آمریکا هستند؟,به نظرتون با مهاجرت از ایران بیشتر دلتون واسه چه چیزایی تنگ میشه؟,خیر,خیر,Zero-shot
مدارس کدام استان ها در روز دوشنبه تعطیل است؟,مدارس کدام استان ها روز شنبه تعطیل است؟,خیر,خیر,Zero-shot
بین دندانهایم لثه بزرگ وجود دارد. اگر روزی یک بار به آرامی فشار بیاورم ، از بین خواهد رفت؟,با چه ترتیبی باید کتابهای تولستوی بخوانم؟,خیر,خیر,Zero-shot
سیستم توزیع عمومی (PDS) در تحقق اهداف خود در هند چقدر مؤثر بوده است؟,بهترین کار Amartya Sen در سیستم توزیع عمومی PDS و کاهش فقر در هند چیست؟,خیر,خیر,Zero-shot
آیا اتومبیل های رولز رویس فقط به شخصیت های معتبر داده می شوند؟,معیارهای خرید رولز رویس چیست؟,خیر,خیر,Zero-shot
چرا مردم اینقدر سؤالات قابل گوگل کردن را در Quora می پرسند؟,چرا مردم زحمت می کشند در Quora سؤال کنند ، در حالی که می توانند جواب را  با گوگل کردن بگیرند؟,خیر,بله,Zero-shot
چرا موقع خواب اب از دهان خارج میشود؟,چرا موقع خواب آب از دهان خارج میشود؟,بله,بله,Zero-shot
در چه سالی تلفن وارد ایران شد؟,موبایل در چه سالی وارد ایران شد؟,بله,خیر,Zero-shot
چه داروی گیاهی برای گلو درد خوب است؟,چه داروی گیاهی برای کمر درد خوب است؟,خیر,خیر,Zero-shot
چه سطحی از آیلتس برای مهاجرت لازم است؟,شرایط مدیران و مدیرعاملان چند ملیتی  برای اخذ ویزای مهاجرت به آمریکا به چه صورت است؟,خیر,خیر,Zero-shot
چرا بعد از کشیدن دندان دهان بو میدهد؟,چرا بعد از کشیدن دندان نباید تف کرد؟,خیر,خیر,Zero-shot
دانلود آهنگ چیکار کنم از حامد پهلان؟,دانلود آهنگ کی عشق من کیه از حامد پهلان؟,بله,خیر,Zero-shot
چرا ندونستم دل تو رفیق نیمه راهه؟,آهنگ چرا ندونستم دل تو رفیق نیمه راهه؟,خیر,بله,Zero-shot
چه مواد غذایی برای بارداری مفید است؟,چه مواد غذایی در دوران بارداری مفید است؟,بله,خیر,Zero-shot
چه چیزی برای از بین بردن جای جوش مفید است؟,چه چیزی برای از بین بردن جوش صورت مفید است؟,بله,خیر,Zero-shot
چه عواملی باعث خارش چشم می شود؟,چه عواملی باعث خارش می شود؟,خیر,خیر,Zero-shot
چرا اب دو دریا باهم مخلوط نمی شود؟,چرا اب دو دریا که با هم مخلوط نمی شود؟,خیر,بله,Zero-shot
ويتامين ب در چه چيزهايي وجود دارد؟,ويتامين b12 در چه چيزهايي وجود دارد؟,خیر,خیر,One-shot
داستان معراج پیامبر در کدام سوره است؟,داستان معراج پیامبر در کدام سوره قرانی امده است؟,بله,بله,One-shot
کارتهای اعتباری در مشاغل کوچک و رستوران های مالت چقدر پذیرفته شده اند؟,کارتهای اعتباری در مشاغل کوچک و رستورانهای اسرائیل چقدر پذیرفته شده اند؟,خیر,خیر,One-shot
زیرنویس فارسی فیلم دره من چه سرسبز بود؟,دانلود زیرنویس فارسی فیلم دره من چه سرسبز بود؟,خیر,بله,One-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ خراب است؟,خیر,خیر,One-shot
فلات ایران شبیه کدام شکل هندسی است؟,کدام پرچم شبیه پرچم ایران است؟,خیر,خیر,One-shot
خانواده ویتامین b در چه چیزهایی وجود دارد؟,ویتامین گروه b در چه مواد غذایی وجود دارد؟,بله,بله,One-shot
برخی از ویژگی های انقباضات غیر عادی و متمرکز چیست؟,علائم انقباضات غیر عادی و متمرکز چیست؟,خیر,بله,One-shot
سود سهام عدالت شامل چه کسانی می شود؟,سهام عدالت شامل حال چه کسانی می شود؟,خیر,خیر,One-shot
تست بارداری به غیر از بیبی چک؟,چه موقع میشه از تست بارداری استفاده کرد؟,خیر,خیر,One-shot
چه با لباس در وان نشسته باشی؟,چه غذایی با فسنجون جور در میاد؟,خیر,خیر,One-shot
راه های آسان برای کسب درآمد آنلاین چیست؟,راه های کسب درآمد بصورت آنلاین چیست؟,بله,بله,One-shot
انشا در مورد چرا باید به مادر خود احترام بگذاریم؟,انشا در مورد چرا باید به بزرگترها احترام بگذاریم؟,خیر,خیر,One-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ اصل است؟,خیر,خیر,One-shot
اگر فقیر باشم چطور می توانم سالم بخورم؟,چگونه می توانم سالم بخورم ، بدون اینکه زمان زیادی را صرف پخت و پز/خرید/ خوردن نکنم؟,خیر,خیر,One-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر با چه چیزی پاک می شود؟,خیر,بله,One-shot
چه کار کنیم تا به درس خواندن علاقه مند شویم؟,چه کار کنیم تا علاقه مان به درس بیشتر شود؟,خیر,بله,One-shot
خوراکی هایی که برای زنان باردار مفید است؟,خوراکی هایی که برای زن باردار مفید است؟,بله,بله,One-shot
برای داشتن شکم صاف چه کاری می توانم انجام دهم؟,چگونه چربی شکمم را کاهش دهم؟,خیر,خیر,One-shot
چرا اینترنت گوشی اپل به لپ تاپ وصل نمیشه؟,چگونه با لپ تاپ به اینترنت گوشی اپل وصل شویم؟,خیر,خیر,One-shot
از کجا بفهمیم چه شماره هایی به نام ماست؟,از کجا بفهمیم چه شماره های ایرانسلی به نام ماست؟,خیر,خیر,One-shot
چگونه می توانم در محل کار دوست پیدا کنم؟,چگونه دوست پیدا می کنیم؟,خیر,خیر,One-shot
چه چیزی باعث روزی زیاد می شود؟,کمبود چه چیزی باعث خواب زیاد می شود؟,خیر,خیر,One-shot
چه میوه هایی برای عفونت ریه خوب است؟,چه میوه هایی برای عفونت گلو خوب است؟,خیر,خیر,One-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه غذاهایی ویتامین بدن را تامین میکند؟,بله,بله,One-shot
چه چیزی برای درمان زود انزالی خوب است؟,چه چیزی برای زود انزالی خوب است؟,بله,بله,One-shot
برای طولانی کردن رابطه در رختخواب چه کاری باید انجام دهم؟,چگونه می توانم در رابطه جنسی طولانی تر باشم؟,خیر,بله,One-shot
کدام کشورهای اروپایی جزو اتحادیه اروپا نیستند؟,کدام گروه جزو سابقون نیستند؟,خیر,خیر,One-shot
چرا حضرت ابراهیم در برابر نمرود به سجده نیفتاد؟,چرا خداوند در قران به حضرت ابراهیم درود فرستاد؟,خیر,خیر,One-shot
چگونه می توانم به عنوان دانشجوی بین المللی در ایالات متحده درخواست شغل کنم؟,Proteus software Infrared Light Sensors Microcontrollers +1: چگونه می توان حسگر IR را با استفاده از نرم افزار Proteus شبیه سازی کرد؟,خیر,خیر,One-shot
چرا جوجه های یک روزه را زنده به گور میکنند؟,چرا جوجه های یک روزه را میکشند؟,خیر,بله,One-shot
ویتامین بی در کدام مواد غذایی است؟,ویتامین دی در کدام مواد غذایی است؟,خیر,خیر,One-shot
چه کسانی میتوانند در آزمون ept شرکت کنند؟,چه کسانی میتوانند در کنکور تجربی شرکت کنند؟,خیر,خیر,One-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی گوشتی می شود؟,خیر,خیر,One-shot
از کجا بفهمیم که یارانه قطع شده؟,چگونه بفهمیم که یارانه قطع شده؟,خیر,بله,One-shot
نمونه هایی از ناهماهنگی شناختی در فوتبال چیست؟,نمونه هایی از ناهماهنگی شناختی در اینترنت چیست؟,خیر,خیر,One-shot
شهریه دانشگاه آزاد رشته پزشکی سال 98؟,شهریه دانشگاه ازاد رشته پزشکی سال ۹۸؟,خیر,بله,One-shot
آیا وقتی وجود دارد که نباید رها کنید؟ (کسی را),زمان کافی برای رها کردن کسی کیست؟,خیر,خیر,One-shot
چه چیزی برای از بین بردن چربی خون مفید است؟,چه چیزی برای از بین بردن کیست تخمدان مفید است؟,خیر,خیر,One-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم نوزاد گوش درد داره؟,خیر,بله,One-shot
چگونه بفهمیم که چقدر سهام عدالت داریم؟,چگونه بفهمیم که چقدر نت داریم؟,خیر,خیر,One-shot
چرا قران می خوانیم به زبان کودکانه؟,چرا نماز را به زبان عربی می خوانیم؟,خیر,خیر,One-shot
دانلود اهنگ رسا به نام طنز تلخ؟,دانلود اهنگ کیارش به نام غریبه؟,خیر,خیر,One-shot
دانلود اهنگ کجا رفته بودی که ازرد تو؟,دانلود اهنگ کجا رفته بودی ک ازرد تو؟,خیر,بله,One-shot
پس کدوم بی پدری بود قسم میخوردش؟,پس کجا بی صیقل آیینه شوی؟,خیر,خیر,One-shot
سود سهام عدالت شامل چه کسانی می شود؟,سود سهام عدالت به چه کسانی پرداخت می شود؟,خیر,بله,One-shot
از چه زمانی نماز خواندن واجب شد؟,نماز از چه زمانی بر مسلمانان واجب شد؟,بله,بله,One-shot
به روزرسانی در مورد باهوبالی - نتیجه گیری؟,برخی از واقعیت های دیوانه کننده درباره فیلم باهوبالی چیست؟,خیر,خیر,One-shot
روند ویزای H1-B به دلیل ریاست جمهوری ترامپ چگونه تغییر خواهد کرد؟,تفاوت ویزای H1 و H1-B در چیست؟,خیر,خیر,One-shot
داروی گیاهی برای عفونت ادراری در کودکان؟,چه داروی گیاهی برای عفونت ادراری مناسب است؟,خیر,خیر,One-shot
چه میوه هایی برای رشد سریع مو خوب است؟,چه چیزی برای رشد خیلی سریع مو خوب است؟,بله,بله,One-shot
نماز شب اول قبر به صورت صوتی؟,چرا نماز شب اول قبر می خوانیم؟,خیر,خیر,One-shot
نماز شب اول قبر به صورت صوتی؟,نماز شب اول قبر به چه صورت است؟,خیر,خیر,One-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم گوش بچم عفونت کرده؟,خیر,خیر,One-shot
چرا پیامبر حضرت فاطمه را دوست داشت؟,چرا پیامبر عایشه را دوست داشت؟,خیر,خیر,One-shot
چرا من ساده فکر میکردم به عشقت پابندی؟,چرا من ساده فکر میکردم؟,خیر,خیر,One-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه چیزی پوست بدن را سفت میکند؟,خیر,خیر,One-shot
چرا مرغ عشق نر به داخل لانه می رود؟,چرا مرغ عشق نر به لانه میرود؟,بله,بله,One-shot
از کجا بفهمیم سند خانه در رهن بانک است؟,از کجا بفهمیم ساس در خانه است؟,خیر,خیر,One-shot
از کجا بفهمیم ماشین یورو چند است؟,از کجا بفهمیم چند ماشین به نام ما است؟,خیر,خیر,One-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر روی لباس با چه چیزی پاک میشود؟,خیر,بله,One-shot
بهترین افراد از نظر شما چه کسانی هستند؟,بهترین مرورگر از نظر شما کدام است؟ چرا؟,خیر,خیر,One-shot
چه چیزی باعث تولید کلاژن سازی پوست صورت میشود؟,چه چیزی باعث کلاژن سازی پوست صورت میشود؟,بله,بله,One-shot
چه چیزی باعث مقاومت استخوان در برابر ضربه می شود؟,چه چیزی باعث کاهش فشار خون در بارداری می شود؟,خیر,خیر,One-shot
به نظر شما بازی Oregon Trail 2 چگونه است؟,به نظر شما بازی Oregon Trail چگونه است؟,خیر,خیر,One-shot
به صورت سبزه چه رنگ مویی میاد؟,چه رنگ هایی به صورت سبزه میاد؟,خیر,خیر,One-shot
در تابستان به کدام کشور سفر کنیم؟,در زمستان به کدام کشور سفر کنیم؟,خیر,خیر,One-shot
چه مواد غذایی برای گوارش مفید است؟,چه مواد غذایی برای گواتر مفید است؟,خیر,خیر,One-shot
قیمت بلیط The Kapil Sharma Show چقدر است؟,مجری گری Vijay Raaz در برنامه ی Kapil Sharma چطور بود؟,خیر,خیر,One-shot
خوردن چه میوه هایی برای پوست صورت مفید است؟,خوردن چه میوه هایی برای پوست مفید است؟,بله,بله,One-shot
چرا واتس آپ رو گوشیم نصب نمیشه؟,چرا واتساپ رو گوشیم نصب نمیشه؟,بله,بله,One-shot
من در حال تحصیل برای مدرک کارشناسی در رشته علوم کامپیوتر هستم. آیا می توانم از یادگیری از راه دور برای مدرک کارشناسی رشته فیزیک در دانشگاه DU اقدام کنم؟,من دارای مدرک کارشناسی (علوم کامپیوتر)  در سال ۲۰۱۵ هستم. در حال حاضر من در زمینه ی IT کار می کنم و می خواهم MBA را از طریق آموزش از راه دور انجام دهم. آیا مناسب است که هم زمان با شغل تمام وقت برای دریافت MBA کار کنم؟,خیر,خیر,One-shot
چه چیزهایی روزه زن را باطل میکند اهل سنت؟,چه چیزی روزه را باطل میکند اهل سنت؟,خیر,خیر,One-shot
چرا اسنپ چت رو ايفون نصب نميشه؟,چرا اسنپ رو ايفون نصب نميشه؟,خیر,خیر,One-shot
دانلود آهنگ چیکار کنم از حامد پهلان؟,دانلود آهنگ چیکار کنم از نوید راستی؟,خیر,خیر,One-shot
تست بارداری رو کی باید انجام بدیم؟,تست بارداری رو کی انجام بدیم؟,بله,بله,One-shot
چگونه واژگان خود را گسترش دادید؟,چگونه می توانم واژگان خود را افزایش دهم؟,بله,بله,One-shot
چه مواد غذای برای کبد چرب مفید است؟,چه مواد خوراکی برای کبد چرب مفید است؟,بله,بله,One-shot
گوشت برزیلی از چه نوع حیوانی است؟,گوشت یخی برزیلی گوشت چه حیوانی است؟,خیر,بله,One-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی جنین می شود؟,خیر,خیر,One-shot
دانلود اهنگ حال و هوای عالی از دنیا؟,دانلود اهنگ چقدر حال این روزامون از دنیا؟,خیر,خیر,One-shot
کدام نماز است که حمد و سوره ندارد؟,کدام نماز است که اذان و اقامه ندارد؟,خیر,خیر,One-shot
آیا می توان رویاهای خود را انتخاب کرد؟,چگونه می توانم رویاهای خود را دستکاری کنم؟,خیر,بله,One-shot
چه سازمان‌هایی مرتبط با مهاجرت به آمریکا هستند؟,به نظرتون با مهاجرت از ایران بیشتر دلتون واسه چه چیزایی تنگ میشه؟,خیر,خیر,One-shot
مدارس کدام استان ها در روز دوشنبه تعطیل است؟,مدارس کدام استان ها روز شنبه تعطیل است؟,خیر,خیر,One-shot
بین دندانهایم لثه بزرگ وجود دارد. اگر روزی یک بار به آرامی فشار بیاورم ، از بین خواهد رفت؟,با چه ترتیبی باید کتابهای تولستوی بخوانم؟,خیر,خیر,One-shot
سیستم توزیع عمومی (PDS) در تحقق اهداف خود در هند چقدر مؤثر بوده است؟,بهترین کار Amartya Sen در سیستم توزیع عمومی PDS و کاهش فقر در هند چیست؟,خیر,خیر,One-shot
آیا اتومبیل های رولز رویس فقط به شخصیت های معتبر داده می شوند؟,معیارهای خرید رولز رویس چیست؟,خیر,خیر,One-shot
چرا مردم اینقدر سؤالات قابل گوگل کردن را در Quora می پرسند؟,چرا مردم زحمت می کشند در Quora سؤال کنند ، در حالی که می توانند جواب را  با گوگل کردن بگیرند؟,خیر,بله,One-shot
چرا موقع خواب اب از دهان خارج میشود؟,چرا موقع خواب آب از دهان خارج میشود؟,بله,بله,One-shot
در چه سالی تلفن وارد ایران شد؟,موبایل در چه سالی وارد ایران شد؟,بله,خیر,One-shot
چه داروی گیاهی برای گلو درد خوب است؟,چه داروی گیاهی برای کمر درد خوب است؟,خیر,خیر,One-shot
چه سطحی از آیلتس برای مهاجرت لازم است؟,شرایط مدیران و مدیرعاملان چند ملیتی  برای اخذ ویزای مهاجرت به آمریکا به چه صورت است؟,خیر,خیر,One-shot
چرا بعد از کشیدن دندان دهان بو میدهد؟,چرا بعد از کشیدن دندان نباید تف کرد؟,خیر,خیر,One-shot
دانلود آهنگ چیکار کنم از حامد پهلان؟,دانلود آهنگ کی عشق من کیه از حامد پهلان؟,خیر,خیر,One-shot
چرا ندونستم دل تو رفیق نیمه راهه؟,آهنگ چرا ندونستم دل تو رفیق نیمه راهه؟,خیر,بله,One-shot
چه مواد غذایی برای بارداری مفید است؟,چه مواد غذایی در دوران بارداری مفید است؟,بله,خیر,One-shot
چه چیزی برای از بین بردن جای جوش مفید است؟,چه چیزی برای از بین بردن جوش صورت مفید است؟,خیر,خیر,One-shot
چه عواملی باعث خارش چشم می شود؟,چه عواملی باعث خارش می شود؟,خیر,خیر,One-shot
