q1,q2,generated_text,real_label,scenario
دانلود اهنگ رسا به نام طنز تلخ؟,دانلود اهنگ کیارش به نام غریبه؟,1) دانلود اهنگ رسا به نام طنز تلخ؟ 2) دانلود اهنگ کیارش به نام غریبه؟,خیر,Zero-shot
دانلود اهنگ کجا رفته بودی که ازرد تو؟,دانلود اهنگ کجا رفته بودی ک ازرد تو؟,1) دانلود 2) دانلود,بله,Zero-shot
پس کدوم بی پدری بود قسم میخوردش؟,پس کجا بی صیقل آیینه شوی؟,1) بله 2) نه,خیر,Zero-shot
سود سهام عدالت شامل چه کسانی می شود؟,سود سهام عدالت به چه کسانی پرداخت می شود؟,1) سهامداران 2) سهامداران و مدیران,بله,Zero-shot
از چه زمانی نماز خواندن واجب شد؟,نماز از چه زمانی بر مسلمانان واجب شد؟,1- از زمان حضرت آدم 2- از زمان حضرت آدم,بله,Zero-shot
به روزرسانی در مورد باهوبالی - نتیجه گیری؟,برخی از واقعیت های دیوانه کننده درباره فیلم باهوبالی چیست؟,1) بله 2) نه,خیر,Zero-shot
روند ویزای H1-B به دلیل ریاست جمهوری ترامپ چگونه تغییر خواهد کرد؟,تفاوت ویزای H1 و H1-B در چیست؟,1) بله 2) نه,خیر,Zero-shot
داروی گیاهی برای عفونت ادراری در کودکان؟,چه داروی گیاهی برای عفونت ادراری مناسب است؟,1) بله 2) نه,خیر,Zero-shot
چه میوه هایی برای رشد سریع مو خوب است؟,چه چیزی برای رشد خیلی سریع مو خوب است؟,1) میوه 2) چیز,بله,Zero-shot
نماز شب اول قبر به صورت صوتی؟,چرا نماز شب اول قبر می خوانیم؟,1) بله 2) نه,خیر,Zero-shot
نماز شب اول قبر به صورت صوتی؟,نماز شب اول قبر به چه صورت است؟,1) بله 2) نه,خیر,Zero-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم گوش بچم عفونت کرده؟,1) از کجا بفهمم بچم گوش درد داره؟ 2) از کجا بفهمم گوش بچم عفونت کرده؟,خیر,Zero-shot
چرا پیامبر حضرت فاطمه را دوست داشت؟,چرا پیامبر عایشه را دوست داشت؟,1) بله 2) نه,خیر,Zero-shot
چرا من ساده فکر میکردم به عشقت پابندی؟,چرا من ساده فکر میکردم؟,1) بله 2) نه,خیر,Zero-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه چیزی پوست بدن را سفت میکند؟,1) ویتامین 2) ویتامین,خیر,Zero-shot
چرا مرغ عشق نر به داخل لانه می رود؟,چرا مرغ عشق نر به لانه میرود؟,1) بله 2) نه,بله,Zero-shot
از کجا بفهمیم سند خانه در رهن بانک است؟,از کجا بفهمیم ساس در خانه است؟,1) از کجا بفهمیم سند خانه در رهن بانک است؟ 2) از کجا بفهمیم ساس در خانه است؟,خیر,Zero-shot
از کجا بفهمیم ماشین یورو چند است؟,از کجا بفهمیم چند ماشین به نام ما است؟,1) از کجا بفهمیم ماشین یورو چند است؟ 2) از کجا بفهمیم چند ماشین به نام ما است؟,خیر,Zero-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر روی لباس با چه چیزی پاک میشود؟,1) جواب بله 2) جواب نه,بله,Zero-shot
بهترین افراد از نظر شما چه کسانی هستند؟,بهترین مرورگر از نظر شما کدام است؟ چرا؟,1) بهترین افراد از نظر شما چه کسانی هستند؟ 2) بهترین مرورگر از نظر شما کدام است؟,خیر,Zero-shot
چه چیزی باعث تولید کلاژن سازی پوست صورت میشود؟,چه چیزی باعث کلاژن سازی پوست صورت میشود؟,1) کلاژن سازی پوست صورت 2) کلاژن سازی پوست صورت,بله,Zero-shot
چه چیزی باعث مقاومت استخوان در برابر ضربه می شود؟,چه چیزی باعث کاهش فشار خون در بارداری می شود؟,1) استخوان 2) فشار خون,خیر,Zero-shot
به نظر شما بازی Oregon Trail 2 چگونه است؟,به نظر شما بازی Oregon Trail چگونه است؟,1) بازی 2) بازی,خیر,Zero-shot
به صورت سبزه چه رنگ مویی میاد؟,چه رنگ هایی به صورت سبزه میاد؟,1) بله 2) نه,خیر,Zero-shot
در تابستان به کدام کشور سفر کنیم؟,در زمستان به کدام کشور سفر کنیم؟,1) بله 2) نه,خیر,Zero-shot
چه مواد غذایی برای گوارش مفید است؟,چه مواد غذایی برای گواتر مفید است؟,1) مواد غذایی برای گوارش 2) مواد غذایی برای گواتر,خیر,Zero-shot
قیمت بلیط The Kapil Sharma Show چقدر است؟,مجری گری Vijay Raaz در برنامه ی Kapil Sharma چطور بود؟,1) قیمت بلیط 2) مجری گری,خیر,Zero-shot
خوردن چه میوه هایی برای پوست صورت مفید است؟,خوردن چه میوه هایی برای پوست مفید است؟,1) میوه‌های آبدار 2) میوه‌های خشک,بله,Zero-shot
چرا واتس آپ رو گوشیم نصب نمیشه؟,چرا واتساپ رو گوشیم نصب نمیشه؟,1) بله 2) نه,بله,Zero-shot
من در حال تحصیل برای مدرک کارشناسی در رشته علوم کامپیوتر هستم. آیا می توانم از یادگیری از راه دور برای مدرک کارشناسی رشته فیزیک در دانشگاه DU اقدام کنم؟,من دارای مدرک کارشناسی (علوم کامپیوتر)  در سال ۲۰۱۵ هستم. در حال حاضر من در زمینه ی IT کار می کنم و می خواهم MBA را از طریق آموزش از راه دور انجام دهم. آیا مناسب است که هم زمان با شغل تمام وقت برای دریافت MBA کار کنم؟,1- بله 2- نه,خیر,Zero-shot
چه چیزهایی روزه زن را باطل میکند اهل سنت؟,چه چیزی روزه را باطل میکند اهل سنت؟,1- جواب: بله 2- جواب: نه,خیر,Zero-shot
چرا اسنپ چت رو ايفون نصب نميشه؟,چرا اسنپ رو ايفون نصب نميشه؟,1) بله 2) نه,خیر,Zero-shot
دانلود آهنگ چیکار کنم از حامد پهلان؟,دانلود آهنگ چیکار کنم از نوید راستی؟,1) بله 2) نه,خیر,Zero-shot
تست بارداری رو کی باید انجام بدیم؟,تست بارداری رو کی انجام بدیم؟,1) بله 2) نه,بله,Zero-shot
چگونه واژگان خود را گسترش دادید؟,چگونه می توانم واژگان خود را افزایش دهم؟,1) بله 2) نه,بله,Zero-shot
چه مواد غذای برای کبد چرب مفید است؟,چه مواد خوراکی برای کبد چرب مفید است؟,1) جواب: بله,بله,Zero-shot
گوشت برزیلی از چه نوع حیوانی است؟,گوشت یخی برزیلی گوشت چه حیوانی است؟,1) گوشت برزیلی از نوع حیوانی است. 2) گوشت یخی برزیلی گوشت چه حیوانی است؟,بله,Zero-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی جنین می شود؟,1) آبریزش بینی 2) بینی جنین,خیر,Zero-shot
دانلود اهنگ حال و هوای عالی از دنیا؟,دانلود اهنگ چقدر حال این روزامون از دنیا؟,1) دانلود 2) دانلود,خیر,Zero-shot
کدام نماز است که حمد و سوره ندارد؟,کدام نماز است که اذان و اقامه ندارد؟,1-نماز 2-نماز,خیر,Zero-shot
آیا می توان رویاهای خود را انتخاب کرد؟,چگونه می توانم رویاهای خود را دستکاری کنم؟,1) بله 2) نه,بله,Zero-shot
چه سازمان‌هایی مرتبط با مهاجرت به آمریکا هستند؟,به نظرتون با مهاجرت از ایران بیشتر دلتون واسه چه چیزایی تنگ میشه؟,1) مهاجرت به آمریکا 2) مهاجرت از ایران,خیر,Zero-shot
مدارس کدام استان ها در روز دوشنبه تعطیل است؟,مدارس کدام استان ها روز شنبه تعطیل است؟,1- بله 2- نه,خیر,Zero-shot
بین دندانهایم لثه بزرگ وجود دارد. اگر روزی یک بار به آرامی فشار بیاورم ، از بین خواهد رفت؟,با چه ترتیبی باید کتابهای تولستوی بخوانم؟,1) بله 2) نه,خیر,Zero-shot
سیستم توزیع عمومی (PDS) در تحقق اهداف خود در هند چقدر مؤثر بوده است؟,بهترین کار Amartya Sen در سیستم توزیع عمومی PDS و کاهش فقر در هند چیست؟,1- جواب: بله 2- جواب: بله,خیر,Zero-shot
آیا اتومبیل های رولز رویس فقط به شخصیت های معتبر داده می شوند؟,معیارهای خرید رولز رویس چیست؟,1) بله 2) نه,خیر,Zero-shot
چرا مردم اینقدر سؤالات قابل گوگل کردن را در Quora می پرسند؟,چرا مردم زحمت می کشند در Quora سؤال کنند ، در حالی که می توانند جواب را  با گوگل کردن بگیرند؟, جواب: بله,بله,Zero-shot
چرا موقع خواب اب از دهان خارج میشود؟,چرا موقع خواب آب از دهان خارج میشود؟, بله,بله,Zero-shot
در چه سالی تلفن وارد ایران شد؟,موبایل در چه سالی وارد ایران شد؟,1907,خیر,Zero-shot
چه داروی گیاهی برای گلو درد خوب است؟,چه داروی گیاهی برای کمر درد خوب است؟,1) بله 2) نه,خیر,Zero-shot
چه سطحی از آیلتس برای مهاجرت لازم است؟,شرایط مدیران و مدیرعاملان چند ملیتی  برای اخذ ویزای مهاجرت به آمریکا به چه صورت است؟, جواب: بله,خیر,Zero-shot
چرا بعد از کشیدن دندان دهان بو میدهد؟,چرا بعد از کشیدن دندان نباید تف کرد؟,1) بله 2) نه,خیر,Zero-shot
دانلود آهنگ چیکار کنم از حامد پهلان؟,دانلود آهنگ کی عشق من کیه از حامد پهلان؟,1) دانلود 2) دانلود,خیر,Zero-shot
چرا ندونستم دل تو رفیق نیمه راهه؟,آهنگ چرا ندونستم دل تو رفیق نیمه راهه؟,1- بله 2- نه,بله,Zero-shot
چه مواد غذایی برای بارداری مفید است؟,چه مواد غذایی در دوران بارداری مفید است؟,1) مواد غذایی 2) مواد غذایی,خیر,Zero-shot
چه چیزی برای از بین بردن جای جوش مفید است؟,چه چیزی برای از بین بردن جوش صورت مفید است؟,1) جواب: بله,خیر,Zero-shot
چه عواملی باعث خارش چشم می شود؟,چه عواملی باعث خارش می شود؟,1) خارش چشم 2) سوزش,خیر,Zero-shot
چرا اب دو دریا باهم مخلوط نمی شود؟,چرا اب دو دریا که با هم مخلوط نمی شود؟, جواب: بله,بله,Zero-shot
ويتامين ب در چه چيزهايي وجود دارد؟,ويتامين b12 در چه چيزهايي وجود دارد؟,1- بله 2- نه,خیر,One-shot
داستان معراج پیامبر در کدام سوره است؟,داستان معراج پیامبر در کدام سوره قرانی امده است؟,1- بله 2- نه,بله,One-shot
کارتهای اعتباری در مشاغل کوچک و رستوران های مالت چقدر پذیرفته شده اند؟,کارتهای اعتباری در مشاغل کوچک و رستورانهای اسرائیل چقدر پذیرفته شده اند؟,1- بله 2- نه,خیر,One-shot
زیرنویس فارسی فیلم دره من چه سرسبز بود؟,دانلود زیرنویس فارسی فیلم دره من چه سرسبز بود؟,1- بله 2- نه,بله,One-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ خراب است؟,1- از کجا بفهمیم باتری لپ تاپ سالم است؟ 2- از کجا بفهمیم باتری لپ تاپ خراب است؟,خیر,One-shot
فلات ایران شبیه کدام شکل هندسی است؟,کدام پرچم شبیه پرچم ایران است؟,1- مربع 2- مثلث,خیر,One-shot
خانواده ویتامین b در چه چیزهایی وجود دارد؟,ویتامین گروه b در چه مواد غذایی وجود دارد؟,1- خانواده ویتامین B 2- ویتامین گروه B,بله,One-shot
برخی از ویژگی های انقباضات غیر عادی و متمرکز چیست؟,علائم انقباضات غیر عادی و متمرکز چیست؟,1-درک 2-حس,بله,One-shot
سود سهام عدالت شامل چه کسانی می شود؟,سهام عدالت شامل حال چه کسانی می شود؟,1- جواب: بله 2- جواب: نه,خیر,One-shot
تست بارداری به غیر از بیبی چک؟,چه موقع میشه از تست بارداری استفاده کرد؟,1- بله 2- نه,خیر,One-shot
چه با لباس در وان نشسته باشی؟,چه غذایی با فسنجون جور در میاد؟,1- جواب: بله 2- جواب: نه,خیر,One-shot
راه های آسان برای کسب درآمد آنلاین چیست؟,راه های کسب درآمد بصورت آنلاین چیست؟,1- بله 2- نه,بله,One-shot
انشا در مورد چرا باید به مادر خود احترام بگذاریم؟,انشا در مورد چرا باید به بزرگترها احترام بگذاریم؟,1- بله 2- نه,خیر,One-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ اصل است؟,1-بله 2-نه,خیر,One-shot
اگر فقیر باشم چطور می توانم سالم بخورم؟,چگونه می توانم سالم بخورم ، بدون اینکه زمان زیادی را صرف پخت و پز/خرید/ خوردن نکنم؟,1) بله 2) نه,خیر,One-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر با چه چیزی پاک می شود؟,1- جواب: بله 2- جواب: نه,بله,One-shot
چه کار کنیم تا به درس خواندن علاقه مند شویم؟,چه کار کنیم تا علاقه مان به درس بیشتر شود؟,1- بله 2- نه,بله,One-shot
خوراکی هایی که برای زنان باردار مفید است؟,خوراکی هایی که برای زن باردار مفید است؟,1- بله 2- نه,بله,One-shot
برای داشتن شکم صاف چه کاری می توانم انجام دهم؟,چگونه چربی شکمم را کاهش دهم؟,1-بله 2-نه,خیر,One-shot
چرا اینترنت گوشی اپل به لپ تاپ وصل نمیشه؟,چگونه با لپ تاپ به اینترنت گوشی اپل وصل شویم؟,1-بله 2-نه,خیر,One-shot
از کجا بفهمیم چه شماره هایی به نام ماست؟,از کجا بفهمیم چه شماره های ایرانسلی به نام ماست؟,1- بله 2- نه,خیر,One-shot
چگونه می توانم در محل کار دوست پیدا کنم؟,چگونه دوست پیدا می کنیم؟,1- بله 2- نه,خیر,One-shot
چه چیزی باعث روزی زیاد می شود؟,کمبود چه چیزی باعث خواب زیاد می شود؟,1- جواب: بله 2- جواب: نه,خیر,One-shot
چه میوه هایی برای عفونت ریه خوب است؟,چه میوه هایی برای عفونت گلو خوب است؟,1) میوه‌های خوشمزه 2) میوه‌های خوشمزه,خیر,One-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه غذاهایی ویتامین بدن را تامین میکند؟,1- ویتامین 2- ویتامین,بله,One-shot
چه چیزی برای درمان زود انزالی خوب است؟,چه چیزی برای زود انزالی خوب است؟,1-درمان 2-درمان,بله,One-shot
برای طولانی کردن رابطه در رختخواب چه کاری باید انجام دهم؟,چگونه می توانم در رابطه جنسی طولانی تر باشم؟,1- نه 2- بله,بله,One-shot
کدام کشورهای اروپایی جزو اتحادیه اروپا نیستند؟,کدام گروه جزو سابقون نیستند؟,1- جواب: بله 2- جواب: نه,خیر,One-shot
چرا حضرت ابراهیم در برابر نمرود به سجده نیفتاد؟,چرا خداوند در قران به حضرت ابراهیم درود فرستاد؟,1- نه 2- بله,خیر,One-shot
چگونه می توانم به عنوان دانشجوی بین المللی در ایالات متحده درخواست شغل کنم؟,Proteus software Infrared Light Sensors Microcontrollers +1: چگونه می توان حسگر IR را با استفاده از نرم افزار Proteus شبیه سازی کرد؟,1) بله 2) نه,خیر,One-shot
چرا جوجه های یک روزه را زنده به گور میکنند؟,چرا جوجه های یک روزه را میکشند؟,1- بله 2- نه,بله,One-shot
ویتامین بی در کدام مواد غذایی است؟,ویتامین دی در کدام مواد غذایی است؟,1- ویتامین B2 2- ویتامین D,خیر,One-shot
چه کسانی میتوانند در آزمون ept شرکت کنند؟,چه کسانی میتوانند در کنکور تجربی شرکت کنند؟,1- بله 2- نه,خیر,One-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی گوشتی می شود؟,1- آب 2- باد,خیر,One-shot
از کجا بفهمیم که یارانه قطع شده؟,چگونه بفهمیم که یارانه قطع شده؟,1- بله 2- نه,بله,One-shot
نمونه هایی از ناهماهنگی شناختی در فوتبال چیست؟,نمونه هایی از ناهماهنگی شناختی در اینترنت چیست؟,1-درختان 2-زبانهای مختلف,خیر,One-shot
شهریه دانشگاه آزاد رشته پزشکی سال 98؟,شهریه دانشگاه ازاد رشته پزشکی سال ۹۸؟,1- نه 2- بله,بله,One-shot
آیا وقتی وجود دارد که نباید رها کنید؟ (کسی را),زمان کافی برای رها کردن کسی کیست؟,1- بله 2- نه,خیر,One-shot
چه چیزی برای از بین بردن چربی خون مفید است؟,چه چیزی برای از بین بردن کیست تخمدان مفید است؟,1- جواب: بله 2- جواب: نه,خیر,One-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم نوزاد گوش درد داره؟,1- بله 2- نه,بله,One-shot
چگونه بفهمیم که چقدر سهام عدالت داریم؟,چگونه بفهمیم که چقدر نت داریم؟,1- بله 2- نه,خیر,One-shot
چرا قران می خوانیم به زبان کودکانه؟,چرا نماز را به زبان عربی می خوانیم؟,1) بله 2) نه,خیر,One-shot
دانلود اهنگ رسا به نام طنز تلخ؟,دانلود اهنگ کیارش به نام غریبه؟,1- بله 2- نه,خیر,One-shot
دانلود اهنگ کجا رفته بودی که ازرد تو؟,دانلود اهنگ کجا رفته بودی ک ازرد تو؟,1- بله 2- نه,بله,One-shot
پس کدوم بی پدری بود قسم میخوردش؟,پس کجا بی صیقل آیینه شوی؟,1- بله 2- نه,خیر,One-shot
سود سهام عدالت شامل چه کسانی می شود؟,سود سهام عدالت به چه کسانی پرداخت می شود؟,1- جواب: بله 2- جواب: نه,بله,One-shot
از چه زمانی نماز خواندن واجب شد؟,نماز از چه زمانی بر مسلمانان واجب شد؟,1000 سال قبل,بله,One-shot
به روزرسانی در مورد باهوبالی - نتیجه گیری؟,برخی از واقعیت های دیوانه کننده درباره فیلم باهوبالی چیست؟,1- بله 2- نه,خیر,One-shot
روند ویزای H1-B به دلیل ریاست جمهوری ترامپ چگونه تغییر خواهد کرد؟,تفاوت ویزای H1 و H1-B در چیست؟,2017-03-24 19:38:36 پاسخ در متن وجود ندارد.,خیر,One-shot
داروی گیاهی برای عفونت ادراری در کودکان؟,چه داروی گیاهی برای عفونت ادراری مناسب است؟,1- بله 2- نه,خیر,One-shot
چه میوه هایی برای رشد سریع مو خوب است؟,چه چیزی برای رشد خیلی سریع مو خوب است؟,1- جواب: بله,بله,One-shot
نماز شب اول قبر به صورت صوتی؟,چرا نماز شب اول قبر می خوانیم؟,1- نه 2- بله,خیر,One-shot
نماز شب اول قبر به صورت صوتی؟,نماز شب اول قبر به چه صورت است؟,1- نه 2- بله,خیر,One-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم گوش بچم عفونت کرده؟,1- بله 2- نه,خیر,One-shot
چرا پیامبر حضرت فاطمه را دوست داشت؟,چرا پیامبر عایشه را دوست داشت؟,1- بله 2- نه,خیر,One-shot
چرا من ساده فکر میکردم به عشقت پابندی؟,چرا من ساده فکر میکردم؟,1) بله 2) نه,خیر,One-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه چیزی پوست بدن را سفت میکند؟,1- ویتامین 2- آفتاب,خیر,One-shot
چرا مرغ عشق نر به داخل لانه می رود؟,چرا مرغ عشق نر به لانه میرود؟,1- بله 2- نه,بله,One-shot
از کجا بفهمیم سند خانه در رهن بانک است؟,از کجا بفهمیم ساس در خانه است؟,1- بله 2- نه,خیر,One-shot
از کجا بفهمیم ماشین یورو چند است؟,از کجا بفهمیم چند ماشین به نام ما است؟,1- بله 2- نه,خیر,One-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر روی لباس با چه چیزی پاک میشود؟,1-پاک کردن 2-آب,بله,One-shot
بهترین افراد از نظر شما چه کسانی هستند؟,بهترین مرورگر از نظر شما کدام است؟ چرا؟,1- بله 2- نه,خیر,One-shot
چه چیزی باعث تولید کلاژن سازی پوست صورت میشود؟,چه چیزی باعث کلاژن سازی پوست صورت میشود؟,1- جواب: بله 2- جواب: بله,بله,One-shot
چه چیزی باعث مقاومت استخوان در برابر ضربه می شود؟,چه چیزی باعث کاهش فشار خون در بارداری می شود؟,1-استیکس 2-بیماری,خیر,One-shot
به نظر شما بازی Oregon Trail 2 چگونه است؟,به نظر شما بازی Oregon Trail چگونه است؟,1-بله 2-نه,خیر,One-shot
به صورت سبزه چه رنگ مویی میاد؟,چه رنگ هایی به صورت سبزه میاد؟,1- بله 2- نه,خیر,One-shot
در تابستان به کدام کشور سفر کنیم؟,در زمستان به کدام کشور سفر کنیم؟,1- بله 2- نه,خیر,One-shot
چه مواد غذایی برای گوارش مفید است؟,چه مواد غذایی برای گواتر مفید است؟,1- بله 2- نه,خیر,One-shot
قیمت بلیط The Kapil Sharma Show چقدر است؟,مجری گری Vijay Raaz در برنامه ی Kapil Sharma چطور بود؟,1-بله 2-نه,خیر,One-shot
خوردن چه میوه هایی برای پوست صورت مفید است؟,خوردن چه میوه هایی برای پوست مفید است؟,1- میوه 2- میوه,بله,One-shot
