q1,q2,generated_text,real_label,scenario
راه های آسان برای کسب درآمد آنلاین چیست؟,راه های کسب درآمد بصورت آنلاین چیست؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: راه های آسان برای کسب درآمد آنلاین چیست؟  [NEW_LINE] سؤال دوم: راه های کسب درآمد بصورتonline چیست؟  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه,بله,Zero-shot
انشا در مورد چرا باید به مادر خود احترام بگذاریم؟,انشا در مورد چرا باید به بزرگترها احترام بگذاریم؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: انشا در مورد چرا باید به مادر خود احترام بگذاریم؟  [NEW_LINE] سؤال دوم: انشا در مورد چرا باید به بزرگترها احترام بگذارم؟  [NEW_LINE] در ادامه دو سؤال آمده,خیر,Zero-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ اصل است؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: از کجا بفهمیم باتری لپ تاپ سالم است؟  [NEW_LINE] سؤال دوم: از کجا بفهمیم باتری لپ تاپ اصل است؟  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط,خیر,Zero-shot
اگر فقیر باشم چطور می توانم سالم بخورم؟,چگونه می توانم سالم بخورم ، بدون اینکه زمان زیادی را صرف پخت و پز/خرید/ خوردن نکنم؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا می‌توانم با یک ماشین کار کنم؟  [NEW_LINE] سؤال دوم: آیا می‌توانم با یک ماشین کار کنم؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [,خیر,Zero-shot
غلط گیر با چه چیزی می رود؟,لاک غلط گیر با چه چیزی پاک می شود؟,  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: غلط گیر با چه چیزی می‌رود؟  [NEW_LINE] سؤال دوم: لاک غلط گیر با چه چیزی پاک می‌شود؟  [NEW_LINE] سؤال:  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر,بله,Zero-shot
چه کار کنیم تا به درس خواندن علاقه مند شویم؟,چه کار کنیم تا علاقه مان به درس بیشتر شود؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: چه کار کنیم تا به درس خواندن علاقه مند شویم؟  [NEW_LINE] سؤال دوم: چه کار کنیم تا علاقه مان به درس بیشتر شود؟  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف,بله,Zero-shot
خوراکی هایی که برای زنان باردار مفید است؟,خوراکی هایی که برای زن باردار مفید است؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا شما می‌توانید به من کمک کنید؟  [NEW_LINE] سؤال دوم: آیا شما می‌توانید به من کمک کنید؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [,بله,Zero-shot
برای داشتن شکم صاف چه کاری می توانم انجام دهم؟,چگونه چربی شکمم را کاهش دهم؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا شما می‌توانید به من کمک کنید؟  [NEW_LINE] سؤال دوم: آیا شما می‌توانید به من کمک کنید؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [,خیر,Zero-shot
چرا اینترنت گوشی اپل به لپ تاپ وصل نمیشه؟,چگونه با لپ تاپ به اینترنت گوشی اپل وصل شویم؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: چرا اینترنت گوشی اپل به لپ تاپ وصل نمیشه؟  [NEW_LINE] سؤال دوم: چگونه با لپ تاپ به اینترنت گوشی اپل وصل شویم؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [,خیر,Zero-shot
از کجا بفهمیم چه شماره هایی به نام ماست؟,از کجا بفهمیم چه شماره های ایرانسلی به نام ماست؟,  [NEW_LINE] سؤال سوم: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف باشند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نباشند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال چهارم: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف باشند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نباشند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE],خیر,Zero-shot
چگونه می توانم در محل کار دوست پیدا کنم؟,چگونه دوست پیدا می کنیم؟,  [NEW_LINE] سؤال سوم: آیا شما می‌توانید در مورد این دو سؤال پاسخ دهید؟  [NEW_LINE] سؤال چهارم: آیا شما می‌توانید در مورد این دو سؤال پاسخ دهید؟  [NEW_LINE] سؤال پنجم: آیا شما می‌توانید در مورد این دو سؤال پاسخ دهید؟  [NEW_LINE] سؤال ششم: آیا شما می‌توانید در مورد این دو سؤال پاسخ دهید؟  [NEW_LINE] سؤال هفتم: آیا شما می‌توانید در مورد این دو سؤال پاسخ دهید؟  [NEW_LINE] سؤال هشتم,خیر,Zero-shot
چه چیزی باعث روزی زیاد می شود؟,کمبود چه چیزی باعث خواب زیاد می شود؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال:,خیر,Zero-shot
چه میوه هایی برای عفونت ریه خوب است؟,چه میوه هایی برای عفونت گلو خوب است؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا میوه‌ها برای درمان عفونت‌های ریه مفید هستند؟  [NEW_LINE] سؤال دوم: آیا میوه‌ها برای درمان عفونت‌های گلو مفید هستند؟  [NEW_LINE] در ادامه دو سؤال آمده,خیر,Zero-shot
چه چیزی ویتامین بدن را تامین میکند؟,چه غذاهایی ویتامین بدن را تامین میکند؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا شما در حال حاضر در حال انجام کاری هستید؟  [NEW_LINE] سؤال دوم: آیا شما در حال انجام کاری هستید؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE,بله,Zero-shot
چه چیزی برای درمان زود انزالی خوب است؟,چه چیزی برای زود انزالی خوب است؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا شما می‌توانید به من کمک کنید؟  [NEW_LINE] سؤال دوم: آیا شما می‌توانید به من کمک کنید؟  [NEW_LINE],بله,Zero-shot
برای طولانی کردن رابطه در رختخواب چه کاری باید انجام دهم؟,چگونه می توانم در رابطه جنسی طولانی تر باشم؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا شما می‌توانید در رابطه جنسی طولانی مدت لذت ببرید؟  [NEW_LINE] سؤال دوم: آیا شما می‌توانید در رابطه جنسی طولانی مدت لذت ببرید,بله,Zero-shot
کدام کشورهای اروپایی جزو اتحادیه اروپا نیستند؟,کدام گروه جزو سابقون نیستند؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا شما می‌توانید از این دو سؤال استفاده کنید؟  [NEW_LINE] سؤال دوم: آیا شما می‌توانید از این دو سؤال استفاده کنید؟  [NEW_LINE] در ادامه دو سؤال آمده,خیر,Zero-shot
چرا حضرت ابراهیم در برابر نمرود به سجده نیفتاد؟,چرا خداوند در قران به حضرت ابراهیم درود فرستاد؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: چرا حضرت ابراهیم در برابر نمرود به سجده نمی‌نشست؟  [NEW_LINE] سؤال دوم: چرا خداوند در قرآن به حضرت ابراهیم درود می‌فرستد؟  [NEW_LINE] در ادامه دو سؤال,خیر,Zero-shot
چگونه می توانم به عنوان دانشجوی بین المللی در ایالات متحده درخواست شغل کنم؟,Proteus software Infrared Light Sensors Microcontrollers +1: چگونه می توان حسگر IR را با استفاده از نرم افزار Proteus شبیه سازی کرد؟,  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [,خیر,Zero-shot
چرا جوجه های یک روزه را زنده به گور میکنند؟,چرا جوجه های یک روزه را میکشند؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال:,بله,Zero-shot
ویتامین بی در کدام مواد غذایی است؟,ویتامین دی در کدام مواد غذایی است؟,  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [NEW_LINE]  [,خیر,Zero-shot
چه کسانی میتوانند در آزمون ept شرکت کنند؟,چه کسانی میتوانند در کنکور تجربی شرکت کنند؟,  [NEW_LINE] سؤال ۳:  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا همه کسانی که در آزمون ept شرکت می‌کنند، در کنکور تجربی شرکت می‌کنند؟  [NEW_LINE] سؤال دوم: آیا همه کسانی که در کنکور,خیر,Zero-shot
چه چیزی باعث قطع شدن ابریزش بینی می شود؟,چه چیزی باعث کوچک شدن بینی گوشتی می شود؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال:,خیر,Zero-shot
از کجا بفهمیم که یارانه قطع شده؟,چگونه بفهمیم که یارانه قطع شده؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: از کجا بفهمیم که یارانه قطع شده؟  [NEW_LINE] سؤال دوم: چگونه درک کنیم که یارانه قطع شده؟  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه,بله,Zero-shot
نمونه هایی از ناهماهنگی شناختی در فوتبال چیست؟,نمونه هایی از ناهماهنگی شناختی در اینترنت چیست؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: نمونه‌هایی از ناهماهنگی شناختی در فوتبال چیست؟  [NEW_LINE] سؤال دوم: نمونه‌هایی از ناهماهنگی شناختی در اینترنت چیست؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_,خیر,Zero-shot
شهریه دانشگاه آزاد رشته پزشکی سال 98؟,شهریه دانشگاه ازاد رشته پزشکی سال ۹۸؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: شهریه دانشگاه آزاد رشته پزشکی سال  [NEW_LINE] سؤال دوم: شهریه دانشگاه ازاد رشته پزشکی سال ۹۸ [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید,بله,Zero-shot
آیا وقتی وجود دارد که نباید رها کنید؟ (کسی را),زمان کافی برای رها کردن کسی کیست؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا وقتی وجود دارد که نباید رها کنید؟ (کسی را)  [NEW_LINE] سؤال دوم: زمان کافی برای رها کردن کسی کیست؟  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند,خیر,Zero-shot
چه چیزی برای از بین بردن چربی خون مفید است؟,چه چیزی برای از بین بردن کیست تخمدان مفید است؟,  [NEW_LINE] در ادامه دو سؤال آمده است.  [NEW_LINE] آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: آیا چربی خون را می‌توان از بین برد؟  [NEW_LINE] سؤال دوم: آیا کیست تخمدان را می‌توان از بین برد؟  [NEW_LINE] در ادامه دو سؤال آمده است.  [,خیر,Zero-shot
از کجا بفهمم بچم گوش درد داره؟,از کجا بفهمم نوزاد گوش درد داره؟,  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف هستند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نیستند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال اول: از کجا می‌توانم بفهمم که گوش درد داره؟  [NEW_LINE] سؤال دوم: از کجا می‌توانم بفهمم که نوزاد گوش درد داره؟  [NEW_LINE] سؤال: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW,بله,Zero-shot
چگونه بفهمیم که چقدر سهام عدالت داریم؟,چگونه بفهمیم که چقدر نت داریم؟,  [NEW_LINE] سؤال سوم: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف باشند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نباشند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE] سؤال چهارم: آیا این دو سؤال مترادف هستند یا خیر؟  [NEW_LINE] اگر مترادف باشند فقط در یک کلمه جواب 'بله' را تولید کنید.  [NEW_LINE] اگر مترادف نباشند فقط در یک کلمه جواب 'خیر' را تولید کنید.  [NEW_LINE],خیر,Zero-shot
