q1,q2,generated_text,real_label,scenario
ويتامين ب در چه چيزهايي وجود دارد؟,ويتامين b12 در چه چيزهايي وجود دارد؟," بله، این دو سوال مترادف است در یک کلمه 'بله' را. این متداوله از مورد ويتامين b12 در چه چيزهایی وجود دارد.

مثال:
سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟
سوال دوم: ويتامين b12 در چه چيزهایی وجود دارد؟
جواب: بله",خیر,One-shot
داستان معراج پیامبر در کدام سوره است؟,داستان معراج پیامبر در کدام سوره قرانی امده است؟," بله، این دو سوال مترادف است در یک کلمه 'بله'.

مثال:

سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟
سوال دوم: بله، انرژی مکانیکی را به اتفاق این زمان و به مورد استفاده از مختلفین موردی می‌تواند حفظ کرد.

داستان معراج پیامبر در کدام سوره قرانی امده است.",بله,One-shot
کارتهای اعتباری در مشاغل کوچک و رستوران های مالت چقدر پذیرفته شده اند؟,کارتهای اعتباری در مشاغل کوچک و رستورانهای اسرائیل چقدر پذیرفته شده اند؟," بله، این دو سوال مترادف است در یک کلمه 'بله'.

مثال:
سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟
سوال دوم: بله، انرژی مکانیکی را در این کلمه حفظ می کنیم.

در این حال، این دو سوال به صورت مترادف است و به صورت یک کلمه 'بله' را تولید کرد.

مثال:
سوال اول: کارتهای اعتباری در مشاغل کوچک و رستوران های مالت چقدر پذیرفته شده اند؟
سوال دوم: بله، کارتهای اعتباری در مشاغل مالت بله پذیرفته شده اند.",خیر,One-shot
زیرنویس فارسی فیلم دره من چه سرسبز بود؟,دانلود زیرنویس فارسی فیلم دره من چه سرسبز بود؟," بله، این دو سوال در یک کلمه 'بله' را تولید کنید.

مثال:
سوال اول: بله، می توان انرژی مکانیکی را حفظ کنیم.
سوال دوم: بله، دانلود زیرنویس فارسی فیلم دره من یک سرسبز بود.",بله,One-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ خراب است؟," بله، این دو سوال مترادف است در یک کلمه 'بله' را.

مثال:
سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟
سوال دوم: بله، از کجا بفهمیم باتری لپ تاپ سالم است؟

در این مثال، این دو سوال به یک کلمه 'بله' تولید می کنیم که به مطلب مکانیکی انرژی را حفظ کرده است و بله، از کجا بفهمیم باتری لپ تاپ سالم است.

و اگر این دو سوال دوچهره است، فقط در یک کلمه 'خیر' تولید نیستند.

مثال:
سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟
سوال دوم: خیر، از کجا بفهمیم باتری لپ تاپ خراب است؟

در این مثال، این دو سوال در یک کلمه 'خ",خیر,One-shot
فلات ایران شبیه کدام شکل هندسی است؟,کدام پرچم شبیه پرچم ایران است؟," بله، این دو سوال در یک کلمه 'بله' را تولید کنید.

فلات ایران شبیه کدام شکل هندسی است؟
چگونه پرچم شبیه پرچم ایران است؟

جواب: فلات ایران شبیه کدام محرک هندسی است.
چگونه پرچم شبیه پرچم ایران است که به سیاهی و سفید تبسم می‌تواند با نام کوچک‌ای از سیاه‌ای و سفید‌ای باشد.",خیر,One-shot
خانواده ویتامین b در چه چیزهایی وجود دارد؟,ویتامین گروه b در چه مواد غذایی وجود دارد؟," بله، این دو سوال در یک کلمه 'ویتامین گروه b' را تولید می کنید.

سوال اول: ویتامین گروه b در چه مواد غذایی وجود دارد؟
سوال دوم: چه زمانی و چگونه ویتامین گروه b در مواد غذایی حفظ نمی شود؟",بله,One-shot
برخی از ویژگی های انقباضات غیر عادی و متمرکز چیست؟,علائم انقباضات غیر عادی و متمرکز چیست؟," سوال اول: برخی از ویژگی‌های انقباضات غیر عادی و متمرکز چیست؟
سوال دوم: چه زمانی و چگونه انقباضات غیر عادی و متمرکز حفظ می‌کنند؟
جواب: موبایل و تمرکز علائم انقباضات غیر عادی می‌تواند با استفاده از این انرژی‌ها به مورد حفظ و تولید نمی‌تواند کرد.

جواب: خیر

در این حال، این دو سوال دو مترادف نیستند و به یک کلمه 'خیر' تولید کنید. می‌توانید این دو سوال به یک مورد مختلف کلمه استفاده کنید، برای تولید مترادف کنید، برای این مورد به دست می‌داده‌اید. به عنوان مثال:

سوال اول: آیا می توان انرژی مکانیکی را حفظ",بله,One-shot
سود سهام عدالت شامل چه کسانی می شود؟,سهام عدالت شامل حال چه کسانی می شود؟," بله، این دو سوال در یک کلمه 'بله' را تولید کنید.

سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟
سوال دوم: بله، حال کسانی عدالت شامل است.

در این مثال، این دو کلمه 'بله' با مفهوم انرژی مکانیکی و عدالت شامل کسانی می تواند استفاده کرد.",خیر,One-shot
تست بارداری به غیر از بیبی چک؟,چه موقع میشه از تست بارداری استفاده کرد؟," بله، این دو سوال مترادف است در یک کلمه 'بله'.

مثال:

سوال اول: آیا می توان انرژی مکانیکی را حفظ کرد؟
سوال دوم: بله، انرژی مکانیکی باید به اتفاق این مورد به استفاده می‌شود و به از این مورد به دقت می‌تواند حفظ شود.

سوال اول: تست بارداری به غیر از بیبی چک؟
سوال دوم: بله، تست بارداری برای بی‌بی چک‌هایی استفاده می‌شود.

وفقاً، دو سوال به یک کلمه 'بله' تولید می‌کنیم:

سوال اول: آیا می توان انرژی مکانیکی را حفظ کنیم؟
سوال دوم: بله، انرژی مکانیکی حفظ می‌کنیم.

وفقاً، دو سوال در یک کلمه 'خیر' تولید نیستند:

",خیر,One-shot
ويتامين ب در چه چيزهايي وجود دارد؟,ويتامين b12 در چه چيزهايي وجود دارد؟," سوال اول: ويتامين b در چه چيزهايي وجود دارد؟

سوال دوم: ويتامين b12 در چه چيزهايي وجود دارد؟

جواب: خير


دو سوال مترادف است:

سوال اول: چگونه می توان ۱/۶ ^ ۰.۴ را بدون استفاده از ماشین حساب حل کرد؟

سوال دوم: ويتامين b12 در چه چيزهايي وجود دارد؟

جواب: خير


دو سوال نیز مترادف نیستند:

سوال اول: چگونه می توان ۱۰ ^ ۱.۰۲۶ را بدون استفاده از ماشین حساب یا جدول ورود پیدا کرد؟

سوال دوم: بله

جواب: بله


دو سوال مترادف است:

سوال اول: بدترین کاری که تا به حال برای انسان دیگری انجام داده اید چیست؟

",خیر,Five-shot
داستان معراج پیامبر در کدام سوره است؟,داستان معراج پیامبر در کدام سوره قرانی امده است؟," دو سوال مترادف هستند:

سوال اول: چه دارویی برای عفونت بدن خوب است؟
سوال دوم: بله

در این مورد، به عنوان دارویی برای عفونت بدن خوب می‌توان این جمله ""بله"" استفاده کنید.

مثال برای این مورد:

سوال اول: چه دارویی برای عفونت بدن خوب است؟
سوال دوم: بله

وفقایe دیگر:

سوال اول: چه دارویی برای عفونت بدن خوب است؟
سوال دوم: بله

این جمله‌ها به مورد این مورد مترادف است و به این حالت به استفاده کنید.",بله,Five-shot
کارتهای اعتباری در مشاغل کوچک و رستوران های مالت چقدر پذیرفته شده اند؟,کارتهای اعتباری در مشاغل کوچک و رستورانهای اسرائیل چقدر پذیرفته شده اند؟," دو سوال مترادف هستند:

سوال اول: چگونه می توان ۱/۶ ^ ۰.۴ را بدون استفاده از ماشین حساب حل کرد؟
سوال دوم: چقدر از کلمه بله خوبی استفاده کرد؟

جواب: بله

دو سوال نیستند مترادف:

سوال اول: بدترین کاری که تا به حال برای انسان دیگری انجام داده اید چیست؟
سوال دوم: بدترین کاری که تا به حال برای انسان دیگری انجام داده اید چیست؟

جواب: بله

دو سوال نیستند مترادف در یک کلمه:

سوال اول: چگونه می توان ۱۰ ^ ۱.۰۲۶ را بدون استفاده از ماشین حساب یا جدول ورود پیدا کرد؟
سوال دوم: خیر

دو سوال نیستند مترادف در ی",خیر,Five-shot
زیرنویس فارسی فیلم دره من چه سرسبز بود؟,دانلود زیرنویس فارسی فیلم دره من چه سرسبز بود؟," سوال اول: زیرنویس فارسی فیلم دره من چه سرسبز بود؟
سوال دوم: دانلود زیرنویس فارسی فیلم دره من سرسبز بود؟
جواب: خیر

در این مثال، این دو سواله مترادف است و یک کلمه ""خیر"" را استفاده کنید.",بله,Five-shot
از کجا بفهمیم باتری لپ تاپ سالم است؟,از کجا بفهمیم باتری لپ تاپ خراب است؟," دو سوال مترادف هستند:

سوال اول: چگونه می توان ۱/۶ ^ ۰.۴ را بدون استفاده از ماشین حساب حل کرد؟

سوال دوم: بله

دو سوال مترادف در یک کلمه جواب 'بله' است:

سوال اول: چگونه می توان ۱۰ ^ ۱.۰۲۶ را بدون استفاده از ماشین حساب یا جدول ورود پیدا کرد؟

سوال دوم: بله

دو سوال مترادف در یک کلمه جواب 'خیر' است:

سوال اول: چه مبارک سحری بودو چه فرخنده شبی آن شب؟

سوال دوم: عکس نوشته چه مبارک سحری بودو چه فرخنده شبی؟

دو سوال مترادف در یک کلمه جواب 'بله' است:

سوال اول: بدترین کاری که تا به حال برای انسان دیگری ",خیر,Five-shot
فلات ایران شبیه کدام شکل هندسی است؟,کدام پرچم شبیه پرچم ایران است؟," سوال اول: فلات ایران شبیه کدام شکل هندسی است؟
سوال دوم: کدام پرچم شبیه پرچم ایران است؟
جواب: خیر

در این مثال، این دو سواله مترادف است و به کلمه ""خیر"" استفاده می کنید. این استفاده ممکن است به توجه کرد که این کلمه به مورد مترادفی کلمه‌هایی استفاده می‌شود. اما به دلیل کلمه‌هایی که باید به یک مورد توجه بگذارد، این کلمه به مورد مترادفی کلمه‌هایی استفاده کند نمی‌تواند در این مورد استفاده شود.

مثال دیگه:

سوال اول: چگونه می توان ۱۶ ^ ۱.۸۰۶ را بدون استفاده از ماشین حساب حل کرد؟
سوال دوم: عکس نوشته چه",خیر,Five-shot
خانواده ویتامین b در چه چیزهایی وجود دارد؟,ویتامین گروه b در چه مواد غذایی وجود دارد؟," سوال اول: خانواده ویتامین b در چه چیزهایی وجود دارد؟
سوال دوم: ویتامین گروه b در چه مواد غذایی وجود دارد؟
جواب: خیر

در این مثال، این دو سواله مترادف است که به ویتامین گروه b در غذایی وجود دارد و این استفاده از ماشین حساب یا جدول ورود پیدا کرد.",بله,Five-shot
برخی از ویژگی های انقباضات غیر عادی و متمرکز چیست؟,علائم انقباضات غیر عادی و متمرکز چیست؟," سوال اول: برخی از ویژگی‌های انقباضات غیر عادی و متمرکز شکل سیستم انسولیتی است.
سوال دوم: علائم انقباضات غیر عادی و متمرکز شکل انسولیتی شکل انجام می‌شود و این استفاده می‌کنند که برای توسعه کار انسولیتی است.

سوال اول: بدترین کاری که تا به حال برای انسان دیگری انجام داده اید است انقباس به انقباس بین انسولیتی و بین انقباس بین انسولیتی و بین انقباس بین انسولیتی و بین انقباس بین انسولیتی و بین انقباس بین انسولیتی و بین انقباس بین انسولیتی است.

سوال اول: بله، این است که به عفونت بدن خوب است.

سوال اول: ا",بله,Five-shot
سود سهام عدالت شامل چه کسانی می شود؟,سهام عدالت شامل حال چه کسانی می شود؟," سوال اول: سود سهام عدالت شامل کسانی می شود؟
سوال دوم: سهام عدالت شامل حال کسانی می شود؟
جواب: بله

در این مثال، این دو سواله مترادف است و جواب 'بله' یک کلمه با نام 'بله' را انتخاب کرده است.

اگر مترادف نیستند، این دو سواله در یک کلمه با نام 'خیر' را انتخاب کرده است. این استفاده می کند که این دو سواله در یک مورد مورد نگرش ورودی یا مورد استفاده از مدل حساب یا جدول ورود استفاده کرده است.",خیر,Five-shot
تست بارداری به غیر از بیبی چک؟,چه موقع میشه از تست بارداری استفاده کرد؟," دو سوال مترادف هستند:

سوال اول: چگونه می توان ۱/۶ ^ ۰.۴ را بدون استفاده از ماشین حساب حل کرد؟
سوال دوم: بله

سوال اول: بدترین کاری که تا به حال برای انسان دیگری انجام داده اید چیست؟
سوال دوم: بله

در این حال، دو سوال مترادف هستند و به یک کلمه 'بله' جواب متابول می‌دهد.",خیر,Five-shot
